provincia_nombre,anio,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha,precipitacion_total,temperatura_media,humedad_relativa
La Pampa,1989,42000,39700,70000,1763.2241813602016,914.69,16.38,62.47
La Pampa,1990,30000,18000,21800,1211.111111111111,864.3,15.76,64.85
La Pampa,1991,21000,17500,25600,1462.857142857143,999.69,15.82,66.9
La Pampa,1992,18300,17385,38200,2197.2965199884957,1159.87,15.1,68.0
La Pampa,1993,20200,19500,28100,1441.025641025641,888.75,15.33,66.87
La Pampa,1994,17900,16830,26700,1586.4527629233512,807.15,16.28,60.99
La Pampa,1995,4500,4500,6620,1471.111111111111,593.78,15.93,55.21
La Pampa,1996,4600,4600,6840,1486.9565217391305,955.15,15.85,60.46
La Pampa,1997,11710,11710,27465,2345.4312553373184,876.54,16.22,63.96
La Pampa,1998,15100,14800,28940,1955.4054054054054,750.95,15.82,64.8
La Pampa,1999,38200,36700,78800,2147.1389645776567,1102.41,15.15,67.48
La Pampa,2000,148500,144900,253945,1752.5534851621808,932.33,15.08,66.93
La Pampa,2001,75600,73800,147700,2001.3550135501355,1175.48,15.72,69.49
La Pampa,2002,103350,95600,206000,2154.8117154811716,820.57,15.54,64.29
La Pampa,2003,160300,153300,295900,1930.2022178734508,499.32,16.57,56.14
La Pampa,2004,187629,183034,476482,2603.243113301354,781.02,16.33,62.71
La Pampa,2005,223600,218400,393569,1802.055860805861,527.59,15.97,58.27
La Pampa,2006,243500,238000,510099,2143.2731092436975,705.08,16.4,57.64
La Pampa,2007,231900,224800,436000,1939.5017793594307,704.78,15.13,61.34
La Pampa,2008,300000,245400,264065,1076.0594947025265,643.99,16.64,58.03
La Pampa,2009,380600,373700,786356,2104.244046026224,509.8,16.82,51.44
La Pampa,2010,402300,393400,599900,1524.9110320284697,695.51,15.86,59.48
La Pampa,2011,396875,384175,1030664,2682.7982039435155,757.15,15.97,58.69
La Pampa,2012,447400,435100,812650,1867.731555964146,1209.42,15.49,67.38
La Pampa,2013,521100,506500,1022370,2018.4995064165844,547.97,16.4,56.92
La Pampa,2014,484900,466000,1271770,2729.1201716738196,1014.05,15.94,65.98
La Pampa,2015,553225,532925,1807291,3391.267063845757,761.46,16.06,64.05
La Pampa,2016,496000,428316,1271870,2969.466468682001,1021.13,15.3,69.04
La Pampa,2017,431400,417600,1121020,2684.434865900383,1148.61,15.86,69.02
La Pampa,2018,484600,468400,1583251,3380.1259607173356,684.68,16.4,60.54
La Pampa,2019,506700,498600,1619630,3248.3553951062977,542.57,16.3,57.22
La Pampa,2020,493517,482117,1123733,2330.8304830570173,1093.02,15.62,63.76
La Pampa,2021,393500,373400,1140710,3054.9276914836637,946.81,16.0,65.27
La Pampa,2022,431050,406250,759420,1869.3415384615384,675.6,15.78,58.39
La Pampa,2023,541300,528000,1615770,3060.1704545454545,682.02,16.92,57.04
Misiones,1981,28400,26000,32100,1234.6153846153845,1447.77,21.1,76.88
Misiones,1982,30300,9200,13160,1430.4347826086957,2188.34,21.09,78.55
Misiones,1983,35000,35000,58900,1682.857142857143,2664.32,19.67,84.88
Misiones,1984,18000,18000,22290,1238.3333333333333,2232.28,20.45,84.25
Misiones,1985,15000,15000,16600,1106.6666666666667,2109.73,21.04,79.46
Misiones,1986,13000,13000,16400,1261.5384615384614,2380.64,21.17,80.58
Misiones,1987,9550,9550,19000,1989.5287958115184,2398.76,19.79,83.28
Misiones,1988,24000,24000,55000,2291.6666666666665,1562.52,20.56,72.11
Misiones,1989,30000,30000,30000,1000.0,2138.16,20.24,79.36
Misiones,1990,3000,1200,1100,916.6666666666666,2536.79,20.37,83.86
Misiones,1991,300,100,100,1000.0,1600.19,21.55,73.88
Misiones,1992,1500,300,600,2000.0,2072.79,19.94,83.19
Misiones,1993,2300,1920,3000,1562.5,1883.18,20.34,81.22
Misiones,1994,2300,1920,3041,1583.8541666666667,2223.14,20.92,82.78
Misiones,1995,1500,200,160,800.0,1280.08,21.71,71.71
Misiones,1996,1300,1300,2100,1615.3846153846155,1937.89,20.64,79.77
Misiones,1997,2770,0,0,,2202.18,21.27,79.61
Misiones,1998,3600,2700,3300,1222.2222222222222,2403.89,20.19,85.68
Misiones,1999,4000,4000,8800,2200.0,1658.39,20.74,76.1
Misiones,2000,4000,4000,8400,2100.0,1925.7,20.52,78.87
Misiones,2001,3120,2955,5616,1900.507614213198,1654.27,20.89,83.1
Misiones,2002,2200,625,1420,2272.0,2404.98,21.13,81.35
Misiones,2003,2250,2250,5000,2222.222222222222,1827.81,20.36,81.02
Misiones,2004,2929,545,287,526.605504587156,1308.15,21.11,73.02
Misiones,2005,1384,1300,1235,950.0,1562.0,21.22,75.85
Misiones,2006,950,885,1810,2045.1977401129943,1570.93,21.68,72.25
Misiones,2007,1180,1068,1716,1606.741573033708,2017.0,20.38,80.86
Misiones,2008,656,185,222,1200.0,1301.78,20.81,73.85
Misiones,2009,880,850,2212,2602.3529411764707,1899.87,20.96,76.42
Misiones,2010,1810,1780,4496,2525.8426966292136,1691.47,19.97,82.31
Misiones,2011,880,636,564,886.7924528301887,1381.43,21.08,74.69
Misiones,2012,1095,1095,2842,2595.433789954338,1327.89,22.29,68.63
Misiones,2013,1300,1300,3294,2533.846153846154,1394.75,20.61,75.66
Misiones,2014,1300,1300,3683,2833.076923076923,2545.41,21.22,81.34
Misiones,2015,1550,1515,4542,2998.019801980198,2195.7,20.87,85.88
Misiones,2016,2550,2414,5545,2297.0173985086994,1714.39,20.21,82.59
Misiones,2017,2830,2830,7873,2781.9787985865723,2547.25,20.99,82.56
Misiones,2018,3750,3750,10844,2891.733333333333,1673.45,21.32,76.06
Misiones,2019,3750,3750,9740,2597.3333333333335,1865.02,21.21,79.63
Misiones,2020,3750,3702,11769,3179.092382495948,1539.56,21.43,69.68
Misiones,2021,3501,2041,3063,1500.734933855953,1299.11,21.34,71.23
Misiones,2022,3989,3989,9172,2299.323138631236,1617.35,20.99,73.4
Misiones,2023,4309,4309,17236,4000.0,2281.87,22.21,76.64
Salta,1981,11900,11900,23800,2000.0,895.41,19.7,69.48
Salta,1982,16900,16400,32800,2000.0,800.35,19.85,69.14
Salta,1983,45000,44500,95000,2134.8314606741574,677.24,19.58,65.36
Salta,1984,47000,47000,97100,2065.9574468085107,1046.3,19.65,69.65
Salta,1985,40000,36000,64460,1790.5555555555557,870.12,20.52,63.87
Salta,1986,50000,42000,70000,1666.6666666666667,812.95,20.75,64.23
Salta,1987,95000,95000,235500,2478.9473684210525,775.02,19.68,63.13
Salta,1988,80000,40000,62000,1550.0,794.63,19.44,63.27
Salta,1989,111000,111000,280000,2522.5225225225226,731.62,19.99,62.04
Salta,1990,95500,95500,216600,2268.062827225131,896.46,19.81,64.65
Salta,1991,135000,135000,270000,2000.0,1041.09,19.77,69.46
Salta,1992,193000,187200,318200,1699.7863247863247,838.52,19.1,67.91
Salta,1993,210500,188500,301600,1600.0,827.36,19.36,62.68
Salta,1994,179400,164400,333700,2029.8053527980535,796.03,20.37,61.57
Salta,1995,120000,114700,148900,1298.1691368788142,736.96,19.96,59.35
Salta,1996,165500,163400,343100,2099.7552019583845,636.33,19.59,62.82
Salta,1997,165000,157000,237100,1510.1910828025477,529.69,20.86,60.85
Salta,1998,260000,257000,660000,2568.093385214008,694.09,19.64,63.3
Salta,1999,210000,208000,535700,2575.480769230769,905.18,18.95,64.99
Salta,2000,300000,298000,671200,2252.3489932885905,842.22,18.9,65.49
Salta,2001,329980,325980,750000,2300.754647524388,802.68,19.83,64.09
Salta,2002,320500,289500,743000,2566.493955094991,690.68,20.16,62.13
Salta,2003,437000,421200,821200,1949.667616334283,1084.57,19.72,63.88
Salta,2004,466548,439483,733750,1669.5753874438828,899.02,19.45,64.18
Salta,2005,477000,474700,1367338,2880.425531914894,624.26,19.76,60.1
Salta,2006,477000,477000,1361000,2853.249475890985,768.52,20.28,62.8
Salta,2007,477000,477000,1450000,3039.832285115304,874.52,18.75,64.89
Salta,2008,575300,575300,1311296,2279.325569268208,999.26,19.13,64.94
Salta,2009,586385,586385,1662913,2835.872336434254,751.81,19.91,60.17
Salta,2010,599515,599515,1775489,2961.542246649375,620.42,19.01,62.16
Salta,2011,600015,528374,668035,1264.3222414426145,737.01,19.33,63.11
Salta,2012,557760,318174,267607,841.0712377504133,632.5,20.16,62.43
Salta,2013,492405,471915,869009,1841.452380195586,562.29,20.03,57.17
Salta,2014,439988,439988,1145936,2604.471031028119,797.63,20.13,65.17
Salta,2015,423757,407427,872479,2141.4363800140886,751.27,20.11,67.85
Salta,2016,463800,457260,1114335,2436.9833355202727,942.28,19.07,66.95
Salta,2017,466320,466320,1041705,2233.8844570252186,678.5,20.24,64.07
Salta,2018,439512,439512,1186684,2700.003640401172,892.05,19.36,67.22
Salta,2019,390409,390409,955757,2448.091616740393,879.23,19.64,65.8
Salta,2020,334717,334717,895575,2675.618507575056,800.83,20.07,61.41
Salta,2021,317643,315947,538034,1702.9248576501755,728.57,19.77,63.02
Salta,2022,309661,309261,522675,1690.0773133372782,1417.12,19.33,59.36
Salta,2023,310040,309340,700259,2263.71953190664,695.35,21.37,62.66
San Luis,1982,550,550,720,1309.090909090909,642.21,18.14,56.86
San Luis,1983,1100,1100,1500,1363.6363636363637,656.89,17.8,56.16
San Luis,1984,450,450,740,1644.4444444444443,806.63,17.38,60.98
San Luis,1985,400,400,690,1725.0,713.79,18.53,57.11
San Luis,1987,150,150,200,1333.3333333333333,512.06,18.34,52.25
San Luis,1989,500,500,400,800.0,624.98,18.5,53.11
San Luis,1990,200,200,400,2000.0,582.6,18.08,55.37
San Luis,1998,3500,3500,4200,1200.0,676.31,17.42,58.87
San Luis,1999,8000,8000,12800,1600.0,792.44,17.06,57.49
San Luis,2000,10000,9000,10800,1200.0,752.35,16.79,59.85
San Luis,2001,14000,14000,40600,2900.0,779.23,17.66,59.67
San Luis,2002,25000,25000,45000,1800.0,690.45,17.86,54.9
San Luis,2003,35000,35000,57750,1650.0,396.47,18.49,49.64
San Luis,2004,25246,25246,51290,2031.6089677572684,858.54,17.73,55.93
San Luis,2005,50000,42000,48781,1161.452380952381,589.23,17.32,55.49
San Luis,2006,83000,79900,176020,2203.003754693367,726.88,18.44,51.55
San Luis,2007,105000,105000,257950,2456.6666666666665,824.45,16.51,58.17
San Luis,2008,125000,125000,295900,2367.2,1119.18,17.18,59.09
San Luis,2009,155000,155000,268300,1730.967741935484,496.61,18.29,48.5
San Luis,2010,171400,171400,402420,2347.8413068844807,610.46,17.13,54.96
San Luis,2011,170700,170700,296890,1739.2501464557704,579.18,17.4,53.03
San Luis,2012,398790,394090,678444,1721.5458397827908,559.77,18.24,53.36
San Luis,2013,354730,354730,848815,2392.8480816395568,583.71,17.91,50.91
San Luis,2014,343500,343500,962870,2803.1149927219794,727.79,17.82,57.94
San Luis,2015,396926,388126,1228333,3164.778963532461,880.96,17.73,62.82
San Luis,2016,307340,307340,837463,2724.874731567645,815.68,17.14,62.09
San Luis,2017,325750,325750,701480,2153.430544896393,724.73,18.01,56.79
San Luis,2018,308500,305300,668660,2190.173599737963,662.09,18.0,53.98
San Luis,2019,296300,289800,379245,1308.6438923395444,488.22,18.11,54.79
San Luis,2020,198000,198000,471280,2380.2020202020203,418.87,18.86,46.64
San Luis,2021,218200,218200,487250,2233.0430797433546,717.97,17.68,57.22
San Luis,2022,222400,196500,314120,1598.5750636132316,441.9,18.11,46.52
San Luis,2023,229800,227650,410105,1801.471557215023,411.16,19.47,51.76
Santa Fe,1981,898000,872200,1952000,2238.0188030268287,1115.48,17.85,72.37
Santa Fe,1982,905000,855200,1420000,1660.4303086997193,857.58,18.21,67.18
Santa Fe,1983,1070000,1065500,2697000,2531.2060065696855,846.29,17.51,69.38
Santa Fe,1984,1260000,1245000,2700000,2168.6746987951806,1158.79,16.89,75.14
Santa Fe,1985,1297000,1293600,3001000,2319.882498453927,907.53,18.24,69.71
Santa Fe,1986,1420000,1380000,2706000,1960.8695652173913,1013.92,18.23,70.9
Santa Fe,1987,1700000,1691800,4000000,2364.3456673365645,1038.26,17.64,70.71
Santa Fe,1988,1780000,1391000,2230000,1603.1631919482386,802.43,17.51,65.65
Santa Fe,1989,1940000,1900000,4300000,2263.157894736842,875.83,18.67,63.91
Santa Fe,1990,1987000,1934500,4643800,2400.5169294391317,1315.89,17.54,72.79
Santa Fe,1991,1991000,1981000,4840800,2443.6143361938416,1272.06,17.83,71.77
Santa Fe,1992,1931700,1897000,4398500,2318.6610437532945,977.52,17.2,69.83
Santa Fe,1993,2192300,2187600,5163600,2360.39495337356,1262.64,17.09,71.76
Santa Fe,1994,2360650,2354520,5650097,2399.6810390228156,884.93,18.08,67.6
Santa Fe,1995,2441300,2423800,5705900,2354.1133756910635,842.45,17.61,62.36
Santa Fe,1996,2543200,2447800,4163900,1701.078519486886,972.1,17.75,65.32
Santa Fe,1997,2608500,2546200,7310500,2871.141308616762,882.95,18.62,64.3
Santa Fe,1998,2753800,2741200,7300000,2663.067269808843,977.64,17.31,70.52
Santa Fe,1999,2873550,2863400,6637500,2318.0484738422856,880.51,17.51,66.13
Santa Fe,2000,3117150,3087650,8657700,2803.977134714103,1484.13,16.78,73.13
Santa Fe,2001,3212300,3148850,8350300,2651.857027168649,1343.25,17.37,76.42
Santa Fe,2002,3319000,3260000,10223500,3136.042944785276,1294.29,17.15,74.29
Santa Fe,2003,3558000,3531500,9141950,2588.687526546793,930.72,17.15,71.25
Santa Fe,2004,3531099,3483586,10448196,2999.264550954103,907.42,17.87,67.59
Santa Fe,2005,3553290,3524318,10275416,2915.575722735576,943.51,17.49,67.93
Santa Fe,2006,3474600,3433555,11295735,3289.8075027194845,1203.95,17.94,67.47
Santa Fe,2007,3492200,3427400,11479999,3349.477446460874,1140.54,16.21,74.39
Santa Fe,2008,3440863,3354963,8061892,2402.974935938191,546.28,18.54,61.27
Santa Fe,2009,3514279,3509979,12032550,3428.0974330615654,1314.9,17.92,64.01
Santa Fe,2010,3107737,3094737,9741349,3147.7146523274837,1065.16,16.85,71.69
Santa Fe,2011,3107800,3007800,8176630,2718.475297559678,981.62,17.27,67.29
Santa Fe,2012,3128500,3123000,10383917,3324.981428113993,1485.52,17.5,71.87
Santa Fe,2013,3254768,3209368,9958834,3103.0514419038263,873.98,17.33,67.5
Santa Fe,2014,3224550,3126150,11804131,3775.932376885306,1098.96,17.54,72.0
Santa Fe,2015,3468912,3123327,8317217,2662.935068918496,1086.98,17.9,70.8
Santa Fe,2016,2957363,2831723,9762280,3447.4699679311852,1242.25,17.1,73.37
Santa Fe,2017,3011720,2839620,6852404,2413.14119494862,1150.52,17.76,73.3
Santa Fe,2018,2838202,2734302,10520091,3847.4502816440904,1024.8,18.16,68.51
Santa Fe,2019,3007360,2974260,9399967,3160.438899087504,1031.33,17.47,72.39
Santa Fe,2020,3038334,3038334,9280032,3054.3159507809214,725.51,17.97,64.1
Santa Fe,2021,2877651,2858551,8272320,2893.8857484088967,848.82,18.2,65.93
Santa Fe,2022,2873207,2472867,3829670,1548.6760913546907,603.42,17.99,61.72
Santa Fe,2023,3060735,3045335,10796728,3545.3334362229443,932.82,19.13,63.28
Santiago del Estero,1981,21000,21000,42000,2000.0,753.19,23.01,60.4
Santiago del Estero,1982,21700,21700,34800,1603.6866359447004,912.62,22.95,61.23
Santiago del Estero,1983,32000,31900,66100,2072.1003134796238,694.15,22.29,59.17
Santiago del Estero,1984,19400,19400,40100,2067.0103092783506,670.3,22.64,61.37
Santiago del Estero,1985,19400,19400,36000,1855.6701030927834,723.86,23.81,55.21
Santiago del Estero,1986,100000,70000,100000,1428.5714285714287,558.78,24.3,55.45
Santiago del Estero,1987,108000,107100,193000,1802.0541549953314,640.04,23.08,53.74
Santiago del Estero,1988,45500,35200,41600,1181.8181818181818,377.57,23.2,49.48
Santiago del Estero,1989,70000,68000,122400,1800.0,677.78,23.66,53.04
Santiago del Estero,1990,72500,66100,125400,1897.125567322239,648.84,22.88,58.54
Santiago del Estero,1991,82800,80100,184400,2302.122347066167,720.83,23.27,58.6
Santiago del Estero,1992,80300,77300,159100,2058.214747736093,937.86,21.8,62.87
Santiago del Estero,1993,98100,94900,171700,1809.2729188619599,487.45,22.86,51.89
Santiago del Estero,1994,105050,103250,181800,1760.774818401937,573.31,23.76,53.16
Santiago del Estero,1995,94500,93000,155700,1674.1935483870968,444.4,23.42,47.32
Santiago del Estero,1996,130000,127500,280500,2200.0,988.8,22.2,57.95
Santiago del Estero,1997,154600,129900,279900,2154.73441108545,795.83,24.0,52.39
Santiago del Estero,1998,280000,250000,520000,2080.0,548.7,22.79,56.41
Santiago del Estero,1999,261500,258500,631400,2442.553191489362,868.48,22.02,56.12
Santiago del Estero,2000,586000,485400,894800,1843.4281005356406,938.01,21.62,60.66
Santiago del Estero,2001,659229,617729,1380000,2233.989338366824,872.01,22.69,58.84
Santiago del Estero,2002,654500,647000,1473600,2277.5888717156104,844.63,22.6,59.41
Santiago del Estero,2003,679000,674000,1219900,1809.940652818991,516.91,23.49,52.33
Santiago del Estero,2004,630715,528586,713920,1350.6222260899835,608.18,23.27,51.43
Santiago del Estero,2005,719580,702080,1572281,2239.461314949863,682.85,22.54,54.99
Santiago del Estero,2006,803380,797880,1974800,2475.0589061011683,457.25,23.87,50.98
Santiago del Estero,2007,825900,802400,1549998,1931.7023928215353,619.56,21.9,56.03
Santiago del Estero,2008,628660,305960,394082,1288.018041574062,862.54,22.36,55.94
Santiago del Estero,2009,811500,808400,2949636,3648.733300346363,638.31,23.18,50.1
Santiago del Estero,2010,1100000,1100000,2467800,2243.4545454545455,729.69,21.68,57.85
Santiago del Estero,2011,1073000,807400,873010,1081.2608372553877,823.96,21.96,57.7
Santiago del Estero,2012,1148210,1132510,1768179,1561.2921740205384,676.35,23.17,54.52
Santiago del Estero,2013,970350,970350,2737945,2821.605606224558,528.27,23.08,50.09
Santiago del Estero,2014,869000,778500,1915310,2460.256904303147,915.27,22.86,59.76
Santiago del Estero,2015,980572,941572,2498134,2653.1523877090654,946.92,23.09,60.72
Santiago del Estero,2016,871840,865690,3159862,3650.1080063302106,821.98,21.86,61.75
Santiago del Estero,2017,894290,887240,2353796,2652.941706866237,715.37,23.4,57.26
Santiago del Estero,2018,1028772,979492,3142543,3208.339629113867,731.32,22.83,57.19
Santiago del Estero,2019,1057280,1051780,3377967,3211.666888512807,1029.22,22.14,63.16
Santiago del Estero,2020,1078150,1078150,3603230,3342.0488800259704,601.54,23.22,50.86
Santiago del Estero,2021,1078120,1078120,3340985,3098.89900938671,947.56,22.39,57.3
Santiago del Estero,2022,1129500,1129500,2823432,2499.718459495352,721.61,22.63,50.38
Santiago del Estero,2023,1123180,1105414,3030974,2741.9356005985087,733.66,24.38,55.22
Tucumán,1981,73200,71230,127300,1787.1683279517058,856.14,22.11,63.08
Tucumán,1982,77000,74600,156200,2093.8337801608577,838.4,22.16,63.07
Tucumán,1983,95500,95100,196000,2060.988433228181,955.52,21.2,63.57
Tucumán,1984,74750,73900,166000,2246.2787550744247,871.73,21.52,65.47
Tucumán,1985,85630,85630,156000,1821.7914282377671,931.76,22.47,61.03
Tucumán,1986,78300,64500,85500,1325.5813953488373,762.74,23.03,59.47
Tucumán,1987,84000,83600,167000,1997.6076555023924,781.96,22.03,57.72
Tucumán,1988,40000,23000,40000,1739.1304347826087,614.8,22.07,55.18
Tucumán,1989,81500,78400,162200,2068.877551020408,660.58,22.77,54.63
Tucumán,1990,83000,82000,198400,2419.512195121951,833.85,21.83,61.59
Tucumán,1991,85700,84200,193700,2300.475059382423,737.87,22.42,61.35
Tucumán,1992,92000,90000,192600,2140.0,931.63,20.98,65.26
Tucumán,1993,90000,88400,173200,1959.2760180995474,617.59,21.97,55.1
Tucumán,1994,90300,89100,156800,1759.820426487093,623.36,22.93,55.64
Tucumán,1995,85000,83800,141000,1682.5775656324583,411.41,22.6,49.76
Tucumán,1996,90000,89350,201900,2259.653049804141,825.98,21.55,59.75
Tucumán,1997,111270,109820,261777,2383.691495173921,755.83,22.88,56.18
Tucumán,1998,150000,147000,360000,2448.9795918367345,653.42,21.57,60.67
Tucumán,1999,125000,124850,312100,2499.799759711654,910.73,21.02,61.33
Tucumán,2000,180000,180000,329400,1830.0,912.49,20.66,64.04
Tucumán,2001,239139,229139,660000,2880.347736526737,954.03,21.47,63.97
Tucumán,2002,260000,257000,570000,2217.898832684825,852.51,21.64,61.42
Tucumán,2003,230000,224353,489100,2180.0466229557883,519.28,22.61,54.79
Tucumán,2004,259630,244572,578238,2364.2853638192432,645.29,22.19,55.81
Tucumán,2005,283518,278378,835903,3002.7624309392263,611.94,21.48,58.65
Tucumán,2006,281450,281450,876008,3112.481790726594,668.17,22.53,56.13
Tucumán,2007,290070,290070,803925,2771.4861929878994,807.52,20.76,60.71
Tucumán,2008,293220,293030,763046,2603.9859400061428,947.16,21.2,61.98
Tucumán,2009,273700,272850,744428,2728.341579622503,622.89,22.24,53.84
Tucumán,2010,254870,254227,734662,2889.787473399757,737.19,20.82,60.17
Tucumán,2011,230660,227390,342911,1508.030256387704,856.87,20.96,61.19
Tucumán,2012,200000,193210,272490,1410.330728223177,604.75,22.31,57.73
Tucumán,2013,208900,206310,416001,2016.3879598662206,672.62,21.85,55.16
Tucumán,2014,198350,195890,413749,2112.1496758384806,865.41,21.91,62.58
Tucumán,2015,212210,211525,657627,3108.9800260016546,960.1,22.04,64.31
Tucumán,2016,203900,200030,491374,2456.5015247712845,937.18,20.91,65.68
Tucumán,2017,188800,186320,491962,2640.414340918849,912.09,22.03,62.71
Tucumán,2018,185900,184200,607826,3299.815418023887,792.14,21.72,60.56
Tucumán,2019,174200,171900,375896,2186.713205351949,916.02,21.21,65.41
Tucumán,2020,166365,164910,445254,2699.9818082590505,749.7,22.07,57.11
Tucumán,2021,153230,148390,271969,1832.7987061122717,1178.94,21.21,63.74
Tucumán,2022,164880,161800,225108,1391.273176761434,715.94,21.45,55.27
Tucumán,2023,172820,172005,515021,2994.221098223889,745.0,23.29,59.66
